,index,condition,pair_id,topic,turn_txt,round,time,inter_num,tokenized_text,word_counts,agent,time_label,appre_c,affir_c,assent_c,aggree_c,fillpause_c,laugh_c,yknow_c,idknow_c,appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log,conj,negate,posemo,negemo,insight,cause,discrep,certain,assent
510,35,TYB,42,15,"Um, I think, I, well, I guess when I buy skin and hair products, I don't pay attention to whether or not they're testing on animals. And I actually am not aware what brands are testing on animals, but, hmm, yeah, just some I use a different kinds of products, I [laugh] don't know, just not very aware of it.",1,0,3,"['Um', 'I', 'think', 'I', 'well', 'I', 'guess', 'when', 'I', 'buy', 'skin', 'and', 'hair', 'products', 'I', 'do', ""n't"", 'pay', 'attention', 'to', 'whether', 'or', 'not', 'they', ""'re"", 'testing', 'on', 'animals', 'And', 'I', 'actually', 'am', 'not', 'aware', 'what', 'brands', 'are', 'testing', 'on', 'animals', 'but', 'hmm', 'yeah', 'just', 'some', 'I', 'use', 'a', 'different', 'kinds', 'of', 'products', 'I', 'laugh', 'do', ""n't"", 'know', 'just', 'not', 'very', 'aware', 'of', 'it']",63,B,1,0,0,0,0,2,1,0,0,0,0,0,0,0.693147181,0,0,0,10,8.33,3.33,0,8.33,5,0,0,1.67
511,35,TYB,42,15," Yeah. Yeah. Yeah. Oh, do you know like what products?",2,47,2,"['Yeah', 'Yeah', 'Yeah', 'Oh', 'do', 'you', 'know', 'like', 'what', 'products']",10,B,2,0,1,3,0,0,0,1,0,0,0,1.098612289,0,0,0,0,0,0,0.00,0,0,10,10,0,0,30
512,35,TYB,42,15," laugh. Yeah. [laugh] Yeah, no, I just yeah, I guess, I-I think I want to be more towards that. Like, I guess there's some products. I don't know. I think there is some product I use every day that I've used for a while, and I just don't want to make a switch, [laugh] . really look into whether or not like you have been used on, you know [laugh]",3,64,3,"['laugh', 'Yeah', 'laugh', 'Yeah', 'no', 'I', 'just', 'yeah', 'I', 'guess', 'I', 'I', 'think', 'I', 'want', 'to', 'be', 'more', 'towards', 'that', 'Like', 'I', 'guess', 'there', ""'s"", 'some', 'products', 'I', 'do', ""n't"", 'know', 'I', 'think', 'there', 'is', 'some', 'product', 'I', 'use', 'every', 'day', 'that', 'I', ""'ve"", 'used', 'for', 'a', 'while', 'and', 'I', 'just', 'do', ""n't"", 'want', 'to', 'make', 'a', 'switch', 'laugh', 'really', 'look', 'into', 'whether', 'or', 'not', 'like', 'you', 'have', 'been', 'used', 'on', 'you', 'know', 'laugh']",74,B,3,0,0,3,0,0,4,1,1,0,0,1.098612289,0,0,1.386294361,0,0,5.71,5.71,5.71,0,5.71,8.57,2.86,1.43,4.29
513,35,TYB,42,15," yeah. yeah. yeah. Yeah, okay, that's fair. hmm, do you know like how they test animals? Did they use are all animals?",4,108,2,"['yeah', 'yeah', 'yeah', 'Yeah', 'okay', 'that', ""'s"", 'fair', 'hmm', 'do', 'you', 'know', 'like', 'how', 'they', 'test', 'animals', 'Did', 'they', 'use', 'are', 'all', 'animals']",23,B,4,0,1,4,0,1,0,1,0,0,0,1.386294361,0,0,0,0,0,4.55,0.00,9.09,0,4.55,9.09,0,4.55,22.73
514,35,TYB,42,15, wait..How? {{}}. and he would happen?. I don't understand how that even translate into,5,131,1,"['wait', 'How', 'and', 'he', 'would', 'happen', 'I', 'do', ""n't"", 'understand', 'how', 'that', 'even', 'translate', 'into']",15,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,7.14,14.29,7.14,0,0
515,35,TYB,42,15," Oh.. Yeah, I don't know. I didn't.. and I actually {{}} no. I guess I could know these things // you know. He didn't know. [laugh]. I don't know if it's very common.",6,144,1,"['Oh', 'Yeah', 'I', 'do', ""n't"", 'know', 'I', 'did', ""n't"", 'and', 'I', 'actually', 'no', 'I', 'guess', 'I', 'could', 'know', 'these', 'things', 'you', 'know', 'He', 'did', ""n't"", 'know', 'laugh', 'I', 'do', ""n't"", 'know', 'if', 'it', ""'s"", 'very', 'common']",36,B,5,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0.693147181,6.45,16.13,3.23,0,16.13,0,6.45,0,3.23
516,35,TYB,42,15, don't realize.. [laugh] I feel like there is a product that did that they wouldn't exactly advertise that they're using it on. [laugh],7,165,1,"['do', ""n't"", 'realize', 'laugh', 'I', 'feel', 'like', 'there', 'is', 'a', 'product', 'that', 'did', 'that', 'they', 'would', ""n't"", 'exactly', 'advertise', 'that', 'they', ""'re"", 'using', 'it', 'on', 'laugh']",26,B,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,8.70,8.7,0,8.7,8.7,4.35,4.35,0
517,35,TYB,42,15, Yeah. That's fair.,8,176,0,"['Yeah', 'That', ""'s"", 'fair']",4,B,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,33.33,0,0,0,0,0,33.33
518,36,NB,43,7,Hmm. The reason why I disagreed with the statement just because I feel like if there are no cars in sight and there's no point to just staying there.,1,0,0,"['Hmm', 'The', 'reason', 'why', 'I', 'disagreed', 'with', 'the', 'statement', 'just', 'because', 'I', 'feel', 'like', 'if', 'there', 'are', 'no', 'cars', 'in', 'sight', 'and', 'there', ""'s"", 'no', 'point', 'to', 'just', 'staying', 'there']",30,B,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.34,6.90,0,3.45,10.34,10.34,3.45,0,0
519,36,NB,43,7,"Yeah, I mean, I think more about efficiency just, because I wouldn't want to wait if there's enough, if I don't see anyone. I think for me, it's like, I might as well because it's just more efficient. But I-I see what you're saying. I guess for general safety that would creep. //",2,33,0,"['Yeah', 'I', 'mean', 'I', 'think', 'more', 'about', 'efficiency', 'just', 'because', 'I', 'would', ""n't"", 'want', 'to', 'wait', 'if', 'there', ""'s"", 'enough', 'if', 'I', 'do', ""n't"", 'see', 'anyone', 'I', 'think', 'for', 'me', 'it', ""'s"", 'like', 'I', 'might', 'as', 'well', 'because', 'it', ""'s"", 'just', 'more', 'efficient', 'But', 'I', 'I', 'see', 'what', 'you', ""'re"", 'saying', 'I', 'guess', 'for', 'general', 'safety', 'that', 'would', 'creep']",59,B,2,0,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,11.32,3.77,3.77,0,5.66,3.77,9.43,0,1.89
520,36,NB,43,7,"Yeah, I guess like I wouldn't tell anyone to just walk whenever they want to, but I personally would, um. Yeah. I don't I don't know..",3,77,0,"['Yeah', 'I', 'guess', 'like', 'I', 'would', ""n't"", 'tell', 'anyone', 'to', 'just', 'walk', 'whenever', 'they', 'want', 'to', 'but', 'I', 'personally', 'would', 'um', 'Yeah', 'I', 'do', ""n't"", 'I', 'do', ""n't"", 'know']",29,B,3,0,0,2,0,1,0,0,1,0,0,0.693147181,0,0,0,0,0,7.69,11.54,0,0,3.85,0,11.54,0,7.69
521,36,NB,43,7,"Yeah, I think like, if you're crossing near at a school, you probably want to be more careful .. More like in an area where there's like more / or like people who can't make that call themselves. umm. I-I think the reason why I say this is also could, I'm from New York City, and like, no one gives no cares. .. So like, it's just more efficient to do whatever you want. I don't know, it's-it's like the regional habit I guess.",4,114,0,"['Yeah', 'I', 'think', 'like', 'if', 'you', ""'re"", 'crossing', 'near', 'at', 'a', 'school', 'you', 'probably', 'want', 'to', 'be', 'more', 'careful', 'More', 'like', 'in', 'an', 'area', 'where', 'there', ""'s"", 'like', 'more', 'or', 'like', 'people', 'who', 'ca', ""n't"", 'make', 'that', 'call', 'themselves', 'umm', 'I', 'I', 'think', 'the', 'reason', 'why', 'I', 'say', 'this', 'is', 'also', 'could', 'I', ""'m"", 'from', 'New', 'York', 'City', 'and', 'like', 'no', 'one', 'gives', 'no', 'cares', 'So', 'like', 'it', ""'s"", 'just', 'more', 'efficient', 'to', 'do', 'whatever', 'you', 'want', 'I', 'do', ""n't"", 'know', ""it's"", 'it', ""'s"", 'like', 'the', 'regional', 'habit', 'I', 'guess']",90,B,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6.02,4.82,1.2,0,4.82,3.61,4.82,0,1.2
522,36,NB,43,7,. Okay.,5,169,0,['Okay'],1,B,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,100,0,0,0,0,0,100
523,37,TYB,44,7,"I think people should avoid walking across the street even there is no red line, even there's no car inside. I mean, It's like a law and I feel like as people, you should follow the law and once like, you start crossing the street, but even when there's no car, but then you like, get this mindset in your head. So whenever like, you see a red light cause it's just like, oh, there's no car then I should cross, but then what if one day this car comes really fast and it hits you. You know, I-I just think it is not. First of all, like against the law. Second of all, you developed a bad mindset.",1,0,1,"['I', 'think', 'people', 'should', 'avoid', 'walking', 'across', 'the', 'street', 'even', 'there', 'is', 'no', 'red', 'line', 'even', 'there', ""'s"", 'no', 'car', 'inside', 'I', 'mean', 'It', ""'s"", 'like', 'a', 'law', 'and', 'I', 'feel', 'like', 'as', 'people', 'you', 'should', 'follow', 'the', 'law', 'and', 'once', 'like', 'you', 'start', 'crossing', 'the', 'street', 'but', 'even', 'when', 'there', ""'s"", 'no', 'car', 'but', 'then', 'you', 'like', 'get', 'this', 'mindset', 'in', 'your', 'head', 'So', 'whenever', 'like', 'you', 'see', 'a', 'red', 'light', 'cause', 'it', ""'s"", 'just', 'like', 'oh', 'there', ""'s"", 'no', 'car', 'then', 'I', 'should', 'cross', 'but', 'then', 'what', 'if', 'one', 'day', 'this', 'car', 'comes', 'really', 'fast', 'and', 'it', 'hits', 'you', 'You', 'know', 'I', 'I', 'just', 'think', 'it', 'is', 'not', 'First', 'of', 'all', 'like', 'against', 'the', 'law', 'Second', 'of', 'all', 'you', 'developed', 'a', 'bad', 'mindset']",125,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.67,4.17,0.83,1.67,4.17,0.83,3.33,1.67,0
524,37,TYB,44,7," Yeah. You said normal, is their right?",2,84,2,"['Yeah', 'You', 'said', 'normal', 'is', 'their', 'right']",7,B,3,0,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0.00,0,0,0,0,0,0,14.29
525,37,TYB,44,7," Yeah, I mean morally correct.  um- hmm. But there's like, I mean, if there's a police by you and you're crossing the street when there's a rent like he could give you fine. So, I mean, it's like, you definitely, I-I think I'm taking it from a different perspective. ",3,135,0,"['Yeah', 'I', 'mean', 'morally', 'correct', 'um-', 'hmm', 'But', 'there', ""'s"", 'like', 'I', 'mean', 'if', 'there', ""'s"", 'a', 'police', 'by', 'you', 'and', 'you', ""'re"", 'crossing', 'the', 'street', 'when', 'there', ""'s"", 'a', 'rent', 'like', 'he', 'could', 'give', 'you', 'fine', 'So', 'I', 'mean', 'it', ""'s"", 'like', 'you', 'definitely', 'I', 'I', 'think', 'I', ""'m"", 'taking', 'it', 'from', 'a', 'different', 'perspective']",56,B,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0.00,4,0,10,0,4,4,2
526,37,TYB,44,7,"Like, just like, first of all, like when it's morally correct, and then it's against the law, you know, that's my..",4,159,0,"['Like', 'just', 'like', 'first', 'of', 'all', 'like', 'when', 'it', ""'s"", 'morally', 'correct', 'and', 'then', 'it', ""'s"", 'against', 'the', 'law', 'you', 'know', 'that', ""'s"", 'my']",24,B,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.29,0.00,0,0,4.76,0,0,9.52,0
527,37,TYB,44,7,. Yeah.,5,167,0,['Yeah'],1,B,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
528,38,NB,45,11,"Um I think real large, I'm I'm I'm more or less, um, for the opinion that that post should be abolished. And my-my take on that is that the, um, it's just a pure cost thing, that like at the end of the day with all the humanitarian, hmm, considerations that go into, um, making sure that that's definitely a human. um, it becomes prohibitively costly, so like the effect of-of um giving some of the death penalty becomes, um, like basic one of them gets the most of their lives or many just don't get executed. So what's the point of even having this entire hoopla around, um, around having like a death penalty in the first place? Why not just have the maximum sentence for you, um. That's my opinion.",1,0,0,"['Um', 'I', 'think', 'real', 'large', 'I', ""'m"", 'I', ""'m"", 'I', ""'m"", 'more', 'or', 'less', 'um', 'for', 'the', 'opinion', 'that', 'that', 'post', 'should', 'be', 'abolished', 'And', 'my', 'my', 'take', 'on', 'that', 'is', 'that', 'the', 'um', 'it', ""'s"", 'just', 'a', 'pure', 'cost', 'thing', 'that', 'like', 'at', 'the', 'end', 'of', 'the', 'day', 'with', 'all', 'the', 'humanitarian', 'hmm', 'considerations', 'that', 'go', 'into', 'um', 'making', 'sure', 'that', 'that', ""'s"", 'definitely', 'a', 'human', 'um', 'it', 'becomes', 'prohibitively', 'costly', 'so', 'like', 'the', 'effect', 'of', 'of', 'um', 'giving', 'some', 'of', 'the', 'death', 'penalty', 'becomes', 'um', 'like', 'basic', 'one', 'of', 'them', 'gets', 'the', 'most', 'of', 'their', 'lives', 'or', 'many', 'just', 'do', ""n't"", 'get', 'executed', 'So', 'what', ""'s"", 'the', 'point', 'of', 'even', 'having', 'this', 'entire', 'hoopla', 'around', 'um', 'around', 'having', 'like', 'a', 'death', 'penalty', 'in', 'the', 'first', 'place', 'Why', 'not', 'just', 'have', 'the', 'maximum', 'sentence', 'for', 'you', 'um', 'That', ""'s"", 'my', 'opinion']",142,B,1,0,0,0,0,10,0,0,0,0,0,0,0,2.302585093,0,0,0,3.73,1.49,2.24,0,2.99,2.24,0.75,3.73,0
529,38,NB,45,11,"Yeah, yeah, I can see what you mean, um, and I could see that you, maybe the family would get some kind of closure, um, for each specific case. I think, again written large I mean, I don't I don't profess to know a lot about these specific the specifics of the process, but my understanding from what I've heard is that the costs are like, um, immense. and I think I saw something on like john oliver, where they went into depth about power, um, you know, poison is administered and um, how disastrous it can be, for, um, instance, carols stories about people, um, getting bungled because of the-the-the inability to actually put together the, um, the right quantities of poison and not and not, not calibrating our lives. Like, it's just right with these problems and like, you can sympathize families, but the end of the day, like I don't know if it makes a huge difference. Like I mean obviously I can never know and I think anybody can really know except for the families involved, but it makes a huge difference in terms of how they feel about it.",2,76,0,"['Yeah', 'yeah', 'I', 'can', 'see', 'what', 'you', 'mean', 'um', 'and', 'I', 'could', 'see', 'that', 'you', 'maybe', 'the', 'family', 'would', 'get', 'some', 'kind', 'of', 'closure', 'um', 'for', 'each', 'specific', 'case', 'I', 'think', 'again', 'written', 'large', 'I', 'mean', 'I', 'do', ""n't"", 'I', 'do', ""n't"", 'profess', 'to', 'know', 'a', 'lot', 'about', 'these', 'specific', 'the', 'specifics', 'of', 'the', 'process', 'but', 'my', 'understanding', 'from', 'what', 'I', ""'ve"", 'heard', 'is', 'that', 'the', 'costs', 'are', 'like', 'um', 'immense', 'and', 'I', 'think', 'I', 'saw', 'something', 'on', 'like', 'john', 'oliver', 'where', 'they', 'went', 'into', 'depth', 'about', 'power', 'um', 'you', 'know', 'poison', 'is', 'administered', 'and', 'um', 'how', 'disastrous', 'it', 'can', 'be', 'for', 'um', 'instance', 'carols', 'stories', 'about', 'people', 'um', 'getting', 'bungled', 'because', 'of', 'the', 'the', 'the', 'inability', 'to', 'actually', 'put', 'together', 'the', 'um', 'the', 'right', 'quantities', 'of', 'poison', 'and', 'not', 'and', 'not', 'not', 'calibrating', 'our', 'lives', 'Like', 'it', ""'s"", 'just', 'right', 'with', 'these', 'problems', 'and', 'like', 'you', 'can', 'sympathize', 'families', 'but', 'the', 'end', 'of', 'the', 'day', 'like', 'I', 'do', ""n't"", 'know', 'if', 'it', 'makes', 'a', 'huge', 'difference', 'Like', 'I', 'mean', 'obviously', 'I', 'can', 'never', 'know', 'and', 'I', 'think', 'anybody', 'can', 'really', 'know', 'except', 'for', 'the', 'families', 'involved', 'but', 'it', 'makes', 'a', 'huge', 'difference', 'in', 'terms', 'of', 'how', 'they', 'feel', 'about', 'it']",201,B,3,0,0,4,0,8,0,1,1,0,0,1.386294361,0,2.079441542,0,0,0,7.18,3.59,0,1.54,7.18,2.56,2.05,2.56,1.03
530,39,TYB,46,6,"So I said that, um I think the parents should be free to use iPads as toys, ., for their toddlers, ., although, I definitely agree it's not ideal for whatever development, ., so if I might have, ., but I feel like parents are just really overwhelmed. .. And if they, I'm thinking of a specific situation where they like failed to get a nanny ., or a baby-sitter, and they have to bring the child to the public, and if they're misbehaving, ., and that's the only way. And I see this a lot in Korea. .. I know that this is like a really good way to keep them shut off. {{}} to the.. . to the life of a parent, ., as long as they don't like do this even at home or like, yeah, but the y . don't have the option. . Maybe they shouldn't. . But I also generally disagree that like the never statement, ., and I feel like people should not like say one should do this, ., not do this, especially when it comes to parenting. . But that's my ",1,0,12,"['So', 'I', 'said', 'that', 'um', 'I', 'think', 'the', 'parents', 'should', 'be', 'free', 'to', 'use', 'iPads', 'as', 'toys', 'for', 'their', 'toddlers', 'although', 'I', 'definitely', 'agree', 'it', ""'s"", 'not', 'ideal', 'for', 'whatever', 'development', 'so', 'if', 'I', 'might', 'have', 'but', 'I', 'feel', 'like', 'parents', 'are', 'just', 'really', 'overwhelmed', 'And', 'if', 'they', 'I', ""'m"", 'thinking', 'of', 'a', 'specific', 'situation', 'where', 'they', 'like', 'failed', 'to', 'get', 'a', 'nanny', 'or', 'a', 'baby', 'sitter', 'and', 'they', 'have', 'to', 'bring', 'the', 'child', 'to', 'the', 'public', 'and', 'if', 'they', ""'re"", 'misbehaving', 'and', 'that', ""'s"", 'the', 'only', 'way', 'And', 'I', 'see', 'this', 'a', 'lot', 'in', 'Korea', 'I', 'know', 'that', 'this', 'is', 'like', 'a', 'really', 'good', 'way', 'to', 'keep', 'them', 'shut', 'off', 'to', 'the', 'to', 'the', 'life', 'of', 'a', 'parent', 'as', 'long', 'as', 'they', 'do', ""n't"", 'like', 'do', 'this', 'even', 'at', 'home', 'or', 'like', 'yeah', 'but', 'the', 'y', 'do', ""n't"", 'have', 'the', 'option', 'Maybe', 'they', 'should', ""n't"", 'But', 'I', 'also', 'generally', 'disagree', 'that', 'like', 'the', 'never', 'statement', 'and', 'I', 'feel', 'like', 'people', 'should', 'not', 'like', 'say', 'one', 'should', 'do', 'this', 'not', 'do', 'this', 'especially', 'when', 'it', 'comes', 'to', 'parenting', 'But', 'that', ""'s"", 'my']",182,B,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13.29,3.47,4.62,1.73,3.47,0.58,4.05,2.31,1.16
531,39,TYB,46,6," Oh-okay. uh-huh. um-hmm. Yeah. right. um-hmm. um-hmm. um-hmm. right. right. Yeah. um-hmm.  Yeah. Yeah. I agree.But I feel like the coloring stuff ., you can do it on pad. . Yeah.",2,140,2,"['Oh', 'okay', 'uh', 'huh', 'um', 'hmm', 'Yeah', 'right', 'um', 'hmm', 'um', 'hmm', 'um', 'hmm', 'right', 'right', 'Yeah', 'um', 'hmm', 'Yeah', 'Yeah', 'I', 'agree', 'But', 'I', 'feel', 'like', 'the', 'coloring', 'stuff', 'you', 'can', 'do', 'it', 'on', 'pad', 'Yeah']",37,B,5,0,3,7,1,11,0,0,0,0,1.098612289,1.945910149,0,2.397895273,0,0,0,2.78,0.00,5.56,0,2.78,0,0,0,22.22
532,39,TYB,46,6," Yeah. Yeah, that's a point. Nine seconds. [laugh]",3,168,0,"['Yeah', 'Yeah', 'that', ""'s"", 'a', 'point', 'Nine', 'seconds', 'laugh']",9,B,6,0,0,2,0,0,1,0,0,0,0,0.693147181,0,0,0,0,0,0,0.00,12.5,0,0,0,0,0,25
533,40,NB,47,8,"Okay, um, well, I basically think, um, protecting the environment is really important. So, um, I mean, I'm, I have a background where I am actually, I'm from Korea, and then, um, we are actually, we do have to recycle things . and if not, we will be fine. . And it's really helpful that you're being really conscious about what you're using and like what how, I mean, like the use of plastics the use of papers and so on. So I think it's at least helpful for people being conscious about their use and being aware of the environment . like state, status? I guess. .",1,0,2,"['Okay', 'um', 'well', 'I', 'basically', 'think', 'um', 'protecting', 'the', 'environment', 'is', 'really', 'important', 'So', 'um', 'I', 'mean', 'I', ""'m"", 'I', 'have', 'a', 'background', 'where', 'I', 'am', 'actually', 'I', ""'m"", 'from', 'Korea', 'and', 'then', 'um', 'we', 'are', 'actually', 'we', 'do', 'have', 'to', 'recycle', 'things', 'and', 'if', 'not', 'we', 'will', 'be', 'fine', 'And', 'it', ""'s"", 'really', 'helpful', 'that', 'you', ""'re"", 'being', 'really', 'conscious', 'about', 'what', 'you', ""'re"", 'using', 'and', 'like', 'what', 'how', 'I', 'mean', 'like', 'the', 'use', 'of', 'plastics', 'the', 'use', 'of', 'papers', 'and', 'so', 'on', 'So', 'I', 'think', 'it', ""'s"", 'at', 'least', 'helpful', 'for', 'people', 'being', 'conscious', 'about', 'their', 'use', 'and', 'being', 'aware', 'of', 'the', 'environment', 'like', 'state', 'status', 'I', 'guess']",110,B,1,0,1,0,0,4,0,0,0,0,0,0,0,1.386294361,0,0,0,11.54,0.96,5.77,0,6.73,4.81,0.96,0,0.96
534,40,NB,47,8," mm-hmm. mm-hmm.  Oh, I see I see.",2,66,0,"['mm', 'hmm', 'mm', 'hmm', 'Oh', 'I', 'see', 'I', 'see']",9,B,3,0,5,2,0,2,0,0,0,0,1.609437912,0.693147181,0,0.693147181,0,0,0,0,0.00,0,0,0,0,0,0,0
535,40,NB,47,8,"Oh, okay, I see. I guess I was like, focusing more on like they like being obligatory . recycling papers and then like the way, one of the most efficient way i thought was being like fine a, . other than like anything else. .  I don't know. I can't really think of another, um, option. ",3,70,5,"['Oh', 'okay', 'I', 'see', 'I', 'guess', 'I', 'was', 'like', 'focusing', 'more', 'on', 'like', 'they', 'like', 'being', 'obligatory', 'recycling', 'papers', 'and', 'then', 'like', 'the', 'way', 'one', 'of', 'the', 'most', 'efficient', 'way', 'i', 'thought', 'was', 'being', 'like', 'fine', 'a', 'other', 'than', 'like', 'anything', 'else', 'I', 'do', ""n't"", 'know', 'I', 'ca', ""n't"", 'really', 'think', 'of', 'another', 'um', 'option']",55,B,3,0,2,1,0,1,0,0,1,0,0.693147181,0,0,0,0,0,0,3.77,3.77,5.66,0,5.66,0,0,0,1.89
536,40,NB,47,8," mm-hmm. Oh. mm. Right.. mm-hmm. I see. I mean i thought like school as being a university complex, . instead of like children school, . so I guess like that's fair I mean like if you think about in a like school situation where you have like elementary schools kids . like it's kind of ridiculous . like I said, . fining? I guess but like if I thought I was really thinking I'm like kind of a university context and then like office buildings like you're all grown ups. . you know the obligation ., you need to be aware of all the environmental . issue, some of them, . you you should have the, Yeah",4,108,0,"['mm', 'hmm', 'Oh', 'mm', 'Right', 'mm', 'hmm', 'I', 'see', 'I', 'mean', 'i', 'thought', 'like', 'school', 'as', 'being', 'a', 'university', 'complex', 'instead', 'of', 'like', 'children', 'school', 'so', 'I', 'guess', 'like', 'that', ""'s"", 'fair', 'I', 'mean', 'like', 'if', 'you', 'think', 'about', 'in', 'a', 'like', 'school', 'situation', 'where', 'you', 'have', 'like', 'elementary', 'schools', 'kids', 'like', 'it', ""'s"", 'kind', 'of', 'ridiculous', 'like', 'I', 'said', 'fining', 'I', 'guess', 'but', 'like', 'if', 'I', 'thought', 'I', 'was', 'really', 'thinking', 'I', ""'m"", 'like', 'kind', 'of', 'a', 'university', 'context', 'and', 'then', 'like', 'office', 'buildings', 'like', 'you', ""'re"", 'all', 'grown', 'ups', 'you', 'know', 'the', 'obligation', 'you', 'need', 'to', 'be', 'aware', 'of', 'all', 'the', 'environmental', 'issue', 'some', 'of', 'them', 'you', 'you', 'should', 'have', 'the', 'Yeah']",114,B,4,0,6,2,0,2,0,1,0,0,1.791759469,0.693147181,0,0.693147181,0,0,0,6.48,0.00,0.93,0.93,8.33,0,3.7,1.85,0.93
537,40,NB,47,8,"Well, I will say, um, not for schools . at least, .  but like, like for for like households . or like office like, mm, mm, like official buildings and so on like you will get fined, if you don't do the right cycling like if you don't use, . the right bin. ",5,146,1,"['Well', 'I', 'will', 'say', 'um', 'not', 'for', 'schools', 'at', 'least', 'but', 'like', 'like', 'for', 'for', 'like', 'households', 'or', 'like', 'office', 'like', 'mm', 'mm', 'like', 'official', 'buildings', 'and', 'so', 'on', 'like', 'you', 'will', 'get', 'fined', 'if', 'you', 'do', ""n't"", 'do', 'the', 'right', 'cycling', 'like', 'if', 'you', 'do', ""n't"", 'use', 'the', 'right', 'bin']",51,B,5,0,2,0,0,1,0,0,0,0,0.693147181,0,0,0,0,0,0,12.24,6.12,2.04,0,0,2.04,4.08,0,0
538,40,NB,47,8," mm-hmm. Yeah. so and then you you actually have to buy a specific like special bag for recycling ., which is also like biodegradable. so yeah, I mean like that kind of like at least makes you conscious",6,164,0,"['mm', 'hmm', 'Yeah', 'so', 'and', 'then', 'you', 'you', 'actually', 'have', 'to', 'buy', 'a', 'specific', 'like', 'special', 'bag', 'for', 'recycling', 'which', 'is', 'also', 'like', 'biodegradable', 'so', 'yeah', 'I', 'mean', 'like', 'that', 'kind', 'of', 'like', 'at', 'least', 'makes', 'you', 'conscious']",38,B,6,0,2,2,0,1,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0,13.51,0.00,2.7,0,5.41,2.7,0,2.7,5.41
539,41,NB,48,3,"So are we just going first then . Alright. Umm well so I think there are cases when you know they need it I mean like for example, like you know, you come here and like well you're gonna go somewhere and you need some phone communication so then you basically want them to have one of those I mean, and there's a question of like, you know, how much they are allowed to like how much of cell phone they're allowed to use, like, for example, like smartphones. . But then is that a good idea? That's something that was not in the questions I just say like, having it or not having it i think i'm just you know for the idea of like umm having one of those I am not saying like, you know what they are allowed to do inside there . but",1,0,1,"['So', 'are', 'we', 'just', 'going', 'first', 'then', 'Alright', 'Umm', 'well', 'so', 'I', 'think', 'there', 'are', 'cases', 'when', 'you', 'know', 'they', 'need', 'it', 'I', 'mean', 'like', 'for', 'example', 'like', 'you', 'know', 'you', 'come', 'here', 'and', 'like', 'well', 'you', ""'re"", 'gon', 'na', 'go', 'somewhere', 'and', 'you', 'need', 'some', 'phone', 'communication', 'so', 'then', 'you', 'basically', 'want', 'them', 'to', 'have', 'one', 'of', 'those', 'I', 'mean', 'and', 'there', ""'s"", 'a', 'question', 'of', 'like', 'you', 'know', 'how', 'much', 'they', 'are', 'allowed', 'to', 'like', 'how', 'much', 'of', 'cell', 'phone', 'they', ""'re"", 'allowed', 'to', 'use', 'like', 'for', 'example', 'like', 'smartphones', 'But', 'then', 'is', 'that', 'a', 'good', 'idea', 'That', ""'s"", 'something', 'that', 'was', 'not', 'in', 'the', 'questions', 'I', 'just', 'say', 'like', 'having', 'it', 'or', 'not', 'having', 'it', 'i', 'think', 'i', ""'m"", 'just', 'you', 'know', 'for', 'the', 'idea', 'of', 'like', 'umm', 'having', 'one', 'of', 'those', 'I', 'am', 'not', 'saying', 'like', 'you', 'know', 'what', 'they', 'are', 'allowed', 'to', 'do', 'inside', 'there', 'but']",151,B,1,0,0,0,0,2,0,5,0,0,0,0,0,0.693147181,0,1.609437912,0,10.42,2.08,3.47,0,9.03,4.17,2.08,0,0.69
